site_id,rma_date,rma_count,rolling_mean,rolling_std,deviation,pct_change,z_score,severity,region,site_type,country,operator,week_number,year,consecutive_count
ST-00001,2024-10-14,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,42,2024,0
ST-00001,2024-12-16,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,51,2024,0
ST-00001,2025-01-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Italy,Three,3,2025,0
ST-00001,2025-02-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Italy,Three,9,2025,0
ST-00001,2025-03-17,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Cell Site,Italy,Three,12,2025,0
ST-00001,2025-04-07,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,15,2025,0
ST-00001,2025-04-14,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,16,2025,0
ST-00001,2025-06-30,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,27,2025,0
ST-00001,2025-08-18,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Italy,Three,34,2025,0
ST-00001,2025-09-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Italy,Three,36,2025,0
ST-00001,2025-09-22,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Cell Site,Italy,Three,39,2025,0
ST-00002,2023-01-30,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,5,2023,1
ST-00002,2023-03-06,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,10,2023,1
ST-00002,2023-05-08,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,19,2023,1
ST-00002,2023-05-22,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,21,2023,1
ST-00002,2023-07-31,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,31,2023,1
ST-00002,2023-11-13,2,1.0,0.5,1.0,99.0,2.0,High,APAC,Cell Site,South Korea,Singtel,46,2023,1
ST-00002,2023-11-20,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,APAC,Cell Site,South Korea,Singtel,47,2023,1
ST-00002,2023-12-11,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,APAC,Cell Site,South Korea,Singtel,50,2023,1
ST-00002,2024-01-08,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,APAC,Cell Site,South Korea,Singtel,2,2024,1
ST-00002,2024-01-15,2,1.25,0.5,0.75,59.5,1.5,Medium,APAC,Cell Site,South Korea,Singtel,3,2024,1
ST-00002,2024-01-22,2,1.25,0.5,0.75,59.5,1.5,Medium,APAC,Cell Site,South Korea,Singtel,4,2024,1
ST-00002,2024-02-05,1,1.5,0.58,-0.5,-33.1,-0.87,Normal,APAC,Cell Site,South Korea,Singtel,6,2024,1
ST-00002,2024-02-26,1,1.5,0.58,-0.5,-33.1,-0.87,Normal,APAC,Cell Site,South Korea,Singtel,9,2024,1
ST-00002,2024-03-25,1,1.5,0.58,-0.5,-33.1,-0.87,Normal,APAC,Cell Site,South Korea,Singtel,13,2024,1
ST-00002,2024-07-15,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,APAC,Cell Site,South Korea,Singtel,29,2024,1
ST-00002,2025-05-05,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,19,2025,1
ST-00002,2025-06-30,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea,Singtel,27,2025,1
ST-00002,2025-08-18,2,1.0,0.5,1.0,99.0,2.0,High,APAC,Cell Site,South Korea,Singtel,34,2025,1
ST-00002,2025-09-01,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,APAC,Cell Site,South Korea,Singtel,36,2025,1
ST-00003,2023-02-20,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Austria,,8,2023,0
ST-00003,2023-02-27,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Austria,,9,2023,0
ST-00003,2023-03-20,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Austria,,12,2023,0
ST-00003,2023-03-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,13,2023,0
ST-00003,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,20,2023,0
ST-00003,2023-07-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,28,2023,0
ST-00003,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,29,2023,0
ST-00003,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,38,2023,0
ST-00003,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,47,2023,0
ST-00003,2023-11-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,48,2023,0
ST-00003,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,13,2024,0
ST-00003,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,18,2024,0
ST-00003,2024-05-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,20,2024,0
ST-00003,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,24,2024,0
ST-00003,2024-06-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,26,2024,0
ST-00003,2024-07-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,31,2024,0
ST-00003,2024-08-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,32,2024,0
ST-00003,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,38,2024,0
ST-00003,2024-10-14,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Austria,,42,2024,0
ST-00003,2024-11-18,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Austria,,47,2024,0
ST-00003,2024-12-02,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Austria,,49,2024,0
ST-00003,2024-12-23,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Austria,,52,2024,0
ST-00003,2025-01-06,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Austria,,2,2025,0
ST-00003,2025-03-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,11,2025,0
ST-00003,2025-08-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,34,2025,0
ST-00003,2025-10-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria,,44,2025,0
ST-00004,2023-01-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,4,2023,0
ST-00004,2023-02-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,6,2023,0
ST-00004,2023-09-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,37,2023,0
ST-00004,2023-10-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,42,2023,0
ST-00004,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,8,2024,0
ST-00004,2024-03-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,10,2024,0
ST-00004,2024-03-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,11,2024,0
ST-00004,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,21,2024,0
ST-00004,2024-08-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,33,2024,0
ST-00004,2024-11-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,46,2024,0
ST-00004,2025-04-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,15,2025,0
ST-00004,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,16,2025,0
ST-00004,2025-06-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,26,2025,0
ST-00004,2025-06-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,27,2025,0
ST-00004,2025-07-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,28,2025,0
ST-00004,2025-07-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,29,2025,0
ST-00004,2025-09-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,37,2025,0
ST-00004,2025-10-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy,,44,2025,0
ST-00005,2023-03-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,10,2023,0
ST-00005,2023-03-13,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,11,2023,0
ST-00005,2023-03-27,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,13,2023,0
ST-00005,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,18,2023,0
ST-00005,2023-07-24,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,30,2023,0
ST-00005,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,32,2023,0
ST-00005,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,41,2023,0
ST-00005,2023-12-11,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,50,2023,0
ST-00005,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,18,2024,0
ST-00005,2024-05-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,19,2024,0
ST-00005,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,24,2024,0
ST-00005,2024-09-09,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,37,2024,0
ST-00005,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,38,2024,0
ST-00005,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,44,2024,0
ST-00005,2025-01-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,2,2025,0
ST-00005,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,13,2025,0
ST-00005,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada,Verizon,16,2025,0
ST-00006,2023-01-30,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Czechia,,5,2023,0
ST-00006,2023-04-03,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Czechia,,14,2023,0
ST-00006,2023-05-08,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Czechia,,19,2023,0
ST-00006,2023-06-12,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Czechia,,24,2023,0
ST-00006,2023-06-19,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,25,2023,0
ST-00006,2023-07-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,27,2023,0
ST-00006,2023-08-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,33,2023,0
ST-00006,2023-08-21,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Czechia,,34,2023,0
ST-00006,2023-09-11,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,37,2023,0
ST-00006,2023-10-09,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,41,2023,0
ST-00006,2024-01-15,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,3,2024,0
ST-00006,2024-01-22,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,4,2024,0
ST-00006,2024-01-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,5,2024,0
ST-00006,2024-02-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,7,2024,0
ST-00006,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,8,2024,0
ST-00006,2024-05-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,22,2024,0
ST-00006,2024-07-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,27,2024,0
ST-00006,2024-08-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,32,2024,0
ST-00006,2024-08-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,35,2024,0
ST-00006,2024-09-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,40,2024,0
ST-00006,2024-11-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,48,2024,0
ST-00006,2025-01-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia,,4,2025,0
ST-00006,2025-04-21,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Czechia,,17,2025,0
ST-00006,2025-05-12,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,20,2025,0
ST-00006,2025-07-28,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,31,2025,0
ST-00006,2025-08-04,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Czechia,,32,2025,0
ST-00007,2023-01-30,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Cell Site,France,Deutsche Telekom,5,2023,0
ST-00007,2023-06-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,26,2023,0
ST-00007,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,29,2023,0
ST-00007,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,38,2023,0
ST-00007,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,41,2023,0
ST-00007,2023-11-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,45,2023,0
ST-00007,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,3,2024,0
ST-00007,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,8,2024,0
ST-00007,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,12,2024,0
ST-00007,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,13,2024,0
ST-00007,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,21,2024,0
ST-00007,2024-08-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,34,2024,0
ST-00007,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,38,2024,0
ST-00007,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,44,2024,0
ST-00007,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,13,2025,0
ST-00007,2025-05-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,22,2025,0
ST-00007,2025-08-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,33,2025,0
ST-00007,2025-08-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France,Deutsche Telekom,35,2025,0
ST-00007,2025-11-03,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Cell Site,France,Deutsche Telekom,45,2025,0
ST-00008,2023-04-17,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Spain,,16,2023,0
ST-00008,2023-05-15,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Spain,,20,2023,0
ST-00008,2023-07-24,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Spain,,30,2023,0
ST-00008,2023-08-07,1,1.33,0.58,-0.33,-24.8,-0.58,Normal,EMEA,Warehouse,Spain,,32,2023,0
ST-00008,2023-09-25,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Spain,,39,2023,0
ST-00008,2023-10-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,43,2023,0
ST-00008,2023-11-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,46,2023,0
ST-00008,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,47,2023,0
ST-00008,2023-12-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,49,2023,0
ST-00008,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,12,2024,0
ST-00008,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,13,2024,0
ST-00008,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,14,2024,0
ST-00008,2024-04-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,17,2024,0
ST-00008,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,18,2024,0
ST-00008,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,21,2024,0
ST-00008,2024-08-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain,,33,2024,0
ST-00008,2024-10-21,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Warehouse,Spain,,43,2024,0
ST-00008,2024-11-25,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Spain,,48,2024,0
ST-00008,2025-05-05,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Spain,,19,2025,0
ST-00008,2025-06-23,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Spain,,26,2025,0
ST-00008,2025-07-14,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Warehouse,Spain,,29,2025,0
ST-00009,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,18,2023,1
ST-00009,2023-05-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,19,2023,1
ST-00009,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,20,2023,1
ST-00009,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,32,2023,1
ST-00009,2023-11-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,46,2023,1
ST-00009,2024-01-29,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Cell Site,Czechia,Telia,5,2024,1
ST-00009,2024-02-05,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Czechia,Telia,6,2024,1
ST-00009,2024-02-12,2,1.25,0.5,0.75,59.5,1.5,Medium,EMEA,Cell Site,Czechia,Telia,7,2024,1
ST-00009,2024-06-03,1,1.5,0.58,-0.5,-33.1,-0.87,Normal,EMEA,Cell Site,Czechia,Telia,23,2024,1
ST-00009,2024-08-19,1,1.5,0.58,-0.5,-33.1,-0.87,Normal,EMEA,Cell Site,Czechia,Telia,34,2024,1
ST-00009,2024-09-23,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Czechia,Telia,39,2024,1
ST-00009,2024-12-02,1,1.25,0.5,-0.25,-19.8,-0.5,Normal,EMEA,Cell Site,Czechia,Telia,49,2024,1
ST-00009,2024-12-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,52,2024,1
ST-00009,2025-03-31,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,14,2025,1
ST-00009,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,16,2025,1
ST-00009,2025-04-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,18,2025,1
ST-00009,2025-05-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia,Telia,20,2025,1
ST-00009,2025-10-20,2,1.0,0.5,1.0,99.0,2.0,High,EMEA,Cell Site,Czechia,Telia,43,2025,1
ST-00010,2023-02-27,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,9,2023,0
ST-00010,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,29,2023,0
ST-00010,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,47,2023,0
ST-00010,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,14,2024,0
ST-00010,2024-04-08,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,15,2024,0
ST-00010,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,21,2024,0
ST-00010,2024-06-03,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,23,2024,0
ST-00010,2024-10-14,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,42,2024,0
ST-00010,2024-11-18,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,47,2024,0
ST-00010,2024-11-25,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,48,2024,0
ST-00010,2024-12-16,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,51,2024,0
ST-00010,2025-09-22,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,39,2025,0
ST-00010,2025-09-29,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,40,2025,0
ST-00010,2025-10-06,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India,,41,2025,0
ST-00011,2023-01-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,2,2023,0
ST-00011,2023-03-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,12,2023,0
ST-00011,2023-05-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,19,2023,0
ST-00011,2023-05-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,22,2023,0
ST-00011,2023-09-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,36,2023,0
ST-00011,2023-12-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,49,2023,0
ST-00011,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,51,2023,0
ST-00011,2024-01-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,2,2024,0
ST-00011,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,3,2024,0
ST-00011,2024-07-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,30,2024,0
ST-00011,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,38,2024,0
ST-00011,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,44,2024,0
ST-00011,2024-11-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France,,46,2024,0
