site_id,rma_date,rma_count,rolling_mean,rolling_std,deviation,pct_change,z_score,severity,region,site_type,country
ST-00002,2024-02-05,1,1.5,0.5773502691896257,-0.5,-33.11258278145696,-0.8660254037844387,Normal,APAC,Cell Site,South Korea
ST-00002,2024-02-26,1,1.5,0.5773502691896257,-0.5,-33.11258278145696,-0.8660254037844387,Normal,APAC,Cell Site,South Korea
ST-00002,2024-03-25,1,1.5,0.5773502691896257,-0.5,-33.11258278145696,-0.8660254037844387,Normal,APAC,Cell Site,South Korea
ST-00002,2024-07-15,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,APAC,Cell Site,South Korea
ST-00002,2025-05-05,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea
ST-00002,2025-06-30,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Cell Site,South Korea
ST-00002,2025-08-18,2,1.0,0.5,1.0,99.00990099009901,2.0,High,APAC,Cell Site,South Korea
ST-00002,2025-09-01,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,APAC,Cell Site,South Korea
ST-00003,2023-02-20,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Austria
ST-00003,2023-02-27,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Austria
ST-00003,2023-03-20,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Austria
ST-00003,2023-03-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-07-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2023-11-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-05-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-06-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-07-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-08-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2024-10-14,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Austria
ST-00003,2024-11-18,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Austria
ST-00003,2024-12-02,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Austria
ST-00003,2024-12-23,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Austria
ST-00003,2025-01-06,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Austria
ST-00003,2025-03-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2025-08-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00003,2025-10-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Austria
ST-00004,2023-01-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2023-02-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2023-09-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2023-10-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-03-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-03-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-08-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2024-11-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-04-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-06-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-06-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-07-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-07-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-09-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00004,2025-10-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,Italy
ST-00005,2023-03-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-03-13,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-03-27,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-07-24,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2023-12-11,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-05-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-06-10,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-09-09,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2025-01-06,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00005,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,AMER,Cell Site,Canada
ST-00006,2023-01-30,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Czechia
ST-00006,2023-04-03,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-05-08,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-06-12,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-06-19,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-07-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-08-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-08-21,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Czechia
ST-00006,2023-09-11,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2023-10-09,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-01-15,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-01-22,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-01-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-02-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-05-27,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-07-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-08-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-08-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-09-30,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2024-11-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2025-01-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Czechia
ST-00006,2025-04-21,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Czechia
ST-00006,2025-05-12,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2025-07-28,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00006,2025-08-04,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Czechia
ST-00007,2023-01-30,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Cell Site,France
ST-00007,2023-06-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2023-09-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2023-10-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2023-11-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-02-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-08-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2025-03-24,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2025-05-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2025-08-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2025-08-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,France
ST-00007,2025-11-03,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,France
ST-00008,2023-04-17,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Spain
ST-00008,2023-05-15,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Spain
ST-00008,2023-07-24,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Spain
ST-00008,2023-08-07,1,1.3333333333333333,0.5773502691896258,-0.33333333333333326,-24.81389578163771,-0.5773502691896255,Normal,EMEA,Warehouse,Spain
ST-00008,2023-09-25,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Spain
ST-00008,2023-10-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2023-11-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2023-12-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-03-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-03-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-04-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-04-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-08-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Warehouse,Spain
ST-00008,2024-10-21,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Warehouse,Spain
ST-00008,2024-11-25,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Spain
ST-00008,2025-05-05,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Spain
ST-00008,2025-06-23,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Spain
ST-00008,2025-07-14,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Warehouse,Spain
ST-00009,2023-05-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2023-05-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2023-05-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2023-08-07,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2023-11-13,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-01-29,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Czechia
ST-00009,2024-02-05,1,1.25,0.5,-0.25,-19.841269841269842,-0.5,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-02-12,2,1.25,0.5,0.75,59.523809523809526,1.5,Medium,EMEA,Cell Site,Czechia
ST-00009,2024-06-03,1,1.5,0.5773502691896258,-0.5,-33.11258278145696,-0.8660254037844385,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-08-19,1,1.5,0.5773502691896258,-0.5,-33.11258278145696,-0.8660254037844385,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-09-23,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-12-02,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Czechia
ST-00009,2024-12-23,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2025-03-31,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2025-04-14,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2025-04-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2025-05-12,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Czechia
ST-00009,2025-10-20,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Czechia
ST-00010,2023-02-27,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2023-07-17,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2023-11-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-04-08,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-05-20,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-06-03,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-10-14,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-11-18,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-11-25,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2024-12-16,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2025-09-22,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2025-09-29,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00010,2025-10-06,1,1.0,0.5,0.0,0.0,0.0,Normal,APAC,Warehouse,India
ST-00011,2023-01-09,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-03-20,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-05-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-05-29,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-09-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-12-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-01-08,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-07-22,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-09-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-10-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-11-11,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2024-11-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-03-17,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-05-19,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-05-26,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-07-28,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-08-04,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Integration Center,France
ST-00011,2025-10-06,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Integration Center,France
ST-00012,2023-04-24,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Poland
ST-00012,2023-05-08,1,1.3333333333333333,0.577350269189626,-0.33333333333333326,-24.81389578163771,-0.5773502691896254,Normal,EMEA,Cell Site,Poland
ST-00012,2023-06-12,1,1.3333333333333333,0.577350269189626,-0.33333333333333326,-24.81389578163771,-0.5773502691896254,Normal,EMEA,Cell Site,Poland
ST-00012,2023-06-19,1,1.3333333333333333,0.577350269189626,-0.33333333333333326,-24.81389578163771,-0.5773502691896254,Normal,EMEA,Cell Site,Poland
ST-00012,2023-08-14,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Poland
ST-00012,2023-11-06,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2023-12-18,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2023-12-25,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2024-01-15,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2024-02-05,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2024-04-01,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2024-06-17,2,1.0,0.5,1.0,99.00990099009901,2.0,High,EMEA,Cell Site,Poland
ST-00012,2024-06-24,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Poland
ST-00012,2024-07-29,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Poland
ST-00012,2024-08-26,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Poland
ST-00012,2024-10-07,1,1.25,0.5000000000000001,-0.25,-19.841269841269842,-0.4999999999999999,Normal,EMEA,Cell Site,Poland
ST-00012,2024-12-16,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2025-02-10,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2025-03-03,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
ST-00012,2025-04-21,1,1.0,0.5,0.0,0.0,0.0,Normal,EMEA,Cell Site,Poland
